Video_ID,Author,Published At,Comment,cleaned_comment
yDfOFd8V8os,@SaidKevin,2025-03-20T19:31:35Z,Sudah saat nya revolusi besar..negara ini hanya untuk penguasa dan antek-anteknya,sudah nya revolusi besarnegara kuasa antekanteknya
yDfOFd8V8os,@SantunvictorSimamora,2025-03-20T13:08:08Z,Ujang sayang mahasiswa?... Itu hny dibibir....,ujang sayang mahasiswa itu hny bibir
yDfOFd8V8os,@budimankoto1561,2025-03-18T05:30:39Z,Pemimpin Indonesia untuk siapa?,pimpin indonesia
yDfOFd8V8os,@andikakurniawan4063,2025-03-16T13:22:32Z,Bubarkan DPR dan PDI,bubar dpr pdi
yDfOFd8V8os,@GiminSyarifudin,2025-03-16T08:23:00Z,"Lha wong mahasiswa kok cuma bikin huru hara. Emang elu2 itu hai mahasewa bisa miimpin negeri ini. Sok sok&#39;an elu elu itu, sok pinter padahal elu elu cuma sewaan dari parpol licik.",lha mahasiswa bikin huru hara emang elu2 hai mahasewa miimpin negeri sok sok elu elu sok pinter elu elu sewa parpol licik
yDfOFd8V8os,@endangw337,2025-03-15T02:04:50Z,Betul....<br>Indonesia gelap...<br>Karena satu orang...<br>Si...<br>Sen kiri belok kanan....<br>........<br>IBU PERTIWI SEDANG BERSUSAH HATI<br>SEMOGA....<br>BADAI CEPAT BERLALU...,betulbrindonesia gelapbrkarena orangbrsibrsen kiri belok kananbrbribu pertiwi sedang susah hatibrsemogabrbadai cepat lalu
yDfOFd8V8os,@irfanzamzami5512,2025-03-14T12:32:00Z,Iya lah 10 negara kacou rakyat tercekik ngomong dikit d tangkap trus dikit2 pajak naik trus lapangan kerja mana yg d atas berlomba2 korupsi duat negara apa ada yg tuntas kasusnya ga ada yg kecil Yuri pisang aja karna lapar cepat kasusnya pokonya 10 parah deh,iya 10 negara kacou rakyat cekik ngomong dikit d tangkap trus dikit2 pajak trus lapang kerja d berlomba2 korupsi duat negara tuntas kasus yuri pisang aja karna lapar cepat kasus poko 10 parah deh
yDfOFd8V8os,@ParsiminSjp,2025-03-10T09:08:36Z,Ya allah berilah azab para koruptor di negara hamba ini aamiiin,ya allah ilah azab koruptor negara hamba aamiiin
yDfOFd8V8os,@StyawanLim,2025-03-10T07:40:57Z,Waspadai ormas .....Hercules dipanggil ke istana......,waspada ormas hercules panggil istana
yDfOFd8V8os,@SutiyonoSawangan,2025-03-09T11:22:31Z,Gelap...pura2 teraang...,gelappura2 teraang
yDfOFd8V8os,@tubaguswijantoro4451,2025-03-08T15:38:46Z,"Ternyata mulyono kelihatan sekali kagak cerdasnya,.... Dibilang gk ada yg berani kritik Prabowo..... Lho kenyataannya justru sebaliknya ( mhs dimana mana pada demo )...  😂😂🎉",nyata mulyono kagak cerdas bilang gk berani kritik prabowo lho nyata mhs mana demo
yDfOFd8V8os,@wiwiksiswahyuni5016,2025-03-07T04:18:54Z,Habis gelap terbitlah terang.,habis gelap terbit terang
yDfOFd8V8os,@OmKemis,2025-03-04T08:48:55Z,Di mana suara mahasiswa siswi indonesia untuk infonesia gelap.  😂,di suara mahasiswa siswi indonesia infonesia gelap
yDfOFd8V8os,@Budi-q5t,2025-03-03T09:17:59Z,"Indonesia sudah gelap, nepotisme, korupsi dan betapa sulitnya cari pekerjaan dan mahasiswa mengetahui nya...",indonesia gelap nepotisme korupsi betapa sulit cari kerja mahasiswa nya
yDfOFd8V8os,@Sukiman-wq7yv,2025-03-01T21:03:36Z,Yg jelas2 korupsi bebas yg gak korupsi ditangkap utk dikorbankan demi lindungi boznya.,yg jelas2 korupsi bebas korupsi tangkap utk korban lindung boznya
yDfOFd8V8os,@ShailooJaat852,2025-03-01T17:12:59Z,gw tau 𝖩𝖯𝖳𝖮𝖦𝖤𝖫77 dari komen asli bnrn gacir,gw tau 77 komen asli bnrn gacir
yDfOFd8V8os,@kukutmaarif8408,2025-02-28T14:25:19Z,Adili jokowi Prabowo fufufafa<br>Dan keluarga Jokowi,adil jokowi prabowo fufufafabrdan keluarga jokowi
yDfOFd8V8os,@HabibBib-s8w,2025-02-28T03:45:42Z,"INDONESIA BUKAN MILIK RAKYAT LAGI ,UDAH JADI MILIK SEKELOMPOK ATAU SEGOLONGAN....OKNUM) &quot;&quot;&quot; SELAMAT KAN NEGARA INI PARA PATRIOTIK DAN CENDIKIAWAN SEJATI!!!!!!",indonesia bukan milik rakyat lagi udah jadi milik kelompok atau segolonganoknum quotquotquot selamat kan negara ini para patriotik dan cendikiawan sejati
yDfOFd8V8os,@jamilmaruf-b7j,2025-02-27T22:58:43Z,Ya buntat mulyono nya malah yalahkan orang,ya buntat mulyono nya yalahkan orang
yDfOFd8V8os,@jamilmaruf-b7j,2025-02-27T22:57:11Z,Akibat Mulyono,akibat mulyono
yDfOFd8V8os,@jazzrfp4238,2025-02-27T11:13:34Z,Mahasiswa kalau mau demo suruh SAH kan UUD Perampasan Aset. <br>Jangan hanya jadi pendemo bayaran,mahasiswa demo suruh sah uud ampas aset brjangan demo bayar
yDfOFd8V8os,@AshraffAnwar-h1y,2025-02-26T20:05:26Z,Tahu tempe,tahu tempe
yDfOFd8V8os,@nedyhermansyah1294,2025-02-26T18:30:58Z,Apabila prabowo berhasil di turunkan dr jabatan presiden..maka senanglah jokowi si fufufafa yg gak bermoral itu yg akan gantikan prabowo..,apabila prabowo hasil turun dr jabat presidenmaka senang jokowi si fufufafa moral ganti prabowo
yDfOFd8V8os,@Suryanyata,2025-02-26T18:10:33Z,😊icelah untuk asig,icelah asig
yDfOFd8V8os,@DilaPratama-y7k,2025-02-26T15:52:47Z,Di pemerintahan Jokowi banyak pejabat korupsi hukum ambrub,di perintah jokowi jabat korupsi hukum ambrub
yDfOFd8V8os,@masadit2570,2025-02-26T14:30:41Z,mestinya yg menjadi tuntutan mahasiswa adalah pengesahan undang2 perampasan semua aset kelurga koruptor....!!!!,mesti tuntut mahasiswa kesah undang2 ampas aset kelurga koruptor
yDfOFd8V8os,@EbenHaezer-v1s,2025-02-26T14:27:33Z,Kasihan...gak digubris... !!,kasihangak gubris
yDfOFd8V8os,@RanoRano-l5d,2025-02-26T14:21:52Z,Maha sewa,maha sewa
yDfOFd8V8os,@RoniRoni-m6f,2025-02-26T14:14:59Z,"MahaT41 loe,",mahat41 loe
yDfOFd8V8os,@NazwakarinAnandita,2025-02-26T14:10:02Z,"Ini lah salah satu kelemahan cara berpikir mahasiswa,yg sangat berlebihan untuk menyikapin masalah yg belum jelas kebenarannya,saran saya buat para pilar2 bangsa di masa depan  ( mahasiswa/wi) ,jangan terlalu mudah di propokasi,oleh oknum2 tertentu.",ini salah lemah pikir mahasiswayg menyikapin kebenarannyasaran pilar2 bangsa mahasiswawi mudah propokasioleh oknum2
yDfOFd8V8os,@Fahriza8,2025-02-26T14:09:08Z,MAJU TERUS PEMBELA KEBENARAN 💪💪💪💪,maju terus bela benar
yDfOFd8V8os,@sahaticenter6713,2025-02-26T13:58:42Z,bedul syarwi,bedul syarwi
yDfOFd8V8os,@IbelSaman,2025-02-26T13:57:17Z,Ngeles aja ngeles aja bisanya,ngeles aja ngeles aja bisa
yDfOFd8V8os,@RosikaCempaka,2025-02-26T13:54:35Z,"Jika ingin Indonesia maju, biaya pendidikan jangan mahal, 9 bahan pokok jangan mahal, ciptakan lapangan kerja yg lebih banyak dengan gaji lebih baik dari sekarang, hukum yg tegas berat bagi pelaku korupsi dan preman dan begal, InsaAllah Rakyat Indonesia dari sabang sampai merauke bisa hidup sejahtera dan aman.",jika indonesia maju biaya didik mahal 9 bahan pokok mahal cipta lapang kerja gaji hukum berat laku korupsi preman begal insaallah rakyat indonesia sabang merauke hidup sejahtera aman
yDfOFd8V8os,@AfriYansyah-nc7xu,2025-02-26T13:35:03Z,Indonesia darurat korupsi...,indonesia darurat korupsi
yDfOFd8V8os,@Faisal-t9q5q,2025-02-26T13:31:41Z,Yg bikin gelap kan iblis bos😅,yg bikin gelap iblis bos
yDfOFd8V8os,@PutuGedheAziz-fy1qz,2025-02-26T13:23:39Z,"hmmmm kan dari dulu gelap dan ga tau sampai kapan... klau pemimpin amanah dan adil itu hanya harapan dan do&#39;akan, semoga dan semoga begitu seterusnya.",hmmmm gelap tau klau pimpin amanah adil harap doa moga moga
yDfOFd8V8os,@KelapaMuda-s6s,2025-02-26T13:21:59Z,Hidupkan kembali Tragedi 98.,hidup tragedi 98
yDfOFd8V8os,@AnisSolehah-wd4jt,2025-02-26T12:55:38Z,Teruskan jangan kendor demo di gedung DPR MPR,terus kendor demo gedung dpr mpr
yDfOFd8V8os,@sugiyantovideos,2025-02-26T12:50:38Z,Tanyakan ke pak Jokowi barangkali pak Jokowi lebih mengenal mahasiswa sebab waktu pak Jokowi masih menjabat ramainya berdemonstrasi adalah maha siswa bayaran,tanya jokowi barangkali jokowi kenal mahasiswa jokowi jabat ramai demonstrasi maha siswa bayar
yDfOFd8V8os,@zenbufteim6771,2025-02-26T12:49:35Z,Paraah broo😂,paraah broo
yDfOFd8V8os,@chaniagocommunity7806,2025-02-26T12:47:56Z,Ingat Danatra ketuanya jokowi yg dibentuk prabowo😊,ingat danatra ketua jokowi bentuk prabowo
yDfOFd8V8os,@Paijah-rj2gx,2025-02-26T12:21:06Z,Yaaa bpk gatauu masih.ada pemangkasan pk ..,yaaa bpk gatauu masihada mangkas pk
yDfOFd8V8os,@febrinaina922,2025-02-26T12:13:31Z,"pak Prabowo harus ambil kebijakan yang membantu orang kecil : Sekolah gratis, MBG, bersihkan orang-orang Jokowi, potong gaji pemimpin/pejabat tinggi, isi orang2 baik di Perusahaan besar, beri tunjangan rakyat yang tidak bekerja.",prabowo ambil bijak bantu orang sekolah gratis mbg sih orangorang jokowi potong gaji pemimpinpejabat isi orang2 usaha tunjang rakyat
yDfOFd8V8os,@bennyafriansyah8376,2025-02-26T11:52:30Z,"Awas musuh dlam slimut,wspadai trik tkang kbul spaya presiden lngser di ganti dngan anaknya yng hobi nonton bkep😂😂😂😂😂",awas musuh dlam slimutwspadai trik tkang kbul spaya presiden lngser ganti dngan anak yng hobi nonton bkep
yDfOFd8V8os,@NunungMada-j8z,2025-02-26T11:19:09Z,Sok pinter semuanya ngomong tapi kalian tidak terbukti buat bangsa ini koar koar koar aja,sok pinter ngomong bukti bangsa koar koar koar aja
yDfOFd8V8os,@NunungMada-j8z,2025-02-26T11:15:07Z,Kau yg gelap.. Hidup harus berusaha sendiri ngandal pemerintah..,kau gelap hidup usaha ngandal perintah
yDfOFd8V8os,@RohmadiGembongan,2025-02-26T11:00:45Z,Makan bergizi gratis itu gak penting.,makan gizi gratis
yDfOFd8V8os,@Yurniati-pc7jp,2025-02-26T10:28:21Z,Semoga Mahasiswa di Lindungi Allah Amiin,moga mahasiswa lindung allah amiin
yDfOFd8V8os,@Wulan-l9j,2025-02-26T10:24:10Z,Siyapa  si  yang pemerintah yang sempurna  ada nga cocok demo semaujidatnya aja,siyapa si perintah sempurna nga cocok demo semaujidatnya aja
yDfOFd8V8os,@Lasmidianto123,2025-02-26T10:06:56Z,Yang gelap dihutan belantara kalau Indonesia bersinar terang maju makmur sejahtera,yang gelap hut belantara indonesia sinar terang maju makmur sejahtera
yDfOFd8V8os,@Lasmidianto123,2025-02-26T10:05:53Z,Yang dihutan belantar<br>Kalau Indonesia bersinar terang maju makmur,yang hut belantarbrkalau indonesia sinar terang maju makmur
yDfOFd8V8os,@Zulmahdi-do9of,2025-02-26T10:05:03Z,Sudah saatnya revolusi!!!!!!,sudah revolusi
yDfOFd8V8os,@suartiai4949,2025-02-26T09:54:32Z,Mungkin mahasiswa berdemo pesananx pendukung Kokowi dulu,mungkin mahasiswa demo pesananx dukung kokowi
yDfOFd8V8os,@TAMBUN44,2025-02-26T09:43:52Z,Ai sisuwa kau demo DPR suruh ngesahkan UU perampasan aset itu baru saya dukung 1000 persen,ai sisuwa kau demo dpr suruh ngesahkan uu ampas aset dukung 1000 persen
yDfOFd8V8os,@NurChayati-l4h,2025-02-26T09:25:55Z,Pak presiden terbaik👍💯👍💯 untuk rakyat sehat selalu pak presiden terbaik panjang umur amiiinnn ya allaah matursuwun 😭😭😭😭😭😭😭😭,pak presiden baik rakyat sehat presiden baik umur amiiinnn ya allaah matursuwun
yDfOFd8V8os,@AbasSuherman-s2y,2025-02-26T09:16:38Z,cuaksssss tv gw ludahin liat mukidi,cuaksssss tv gw ludahin liat mukidi
yDfOFd8V8os,@ilhamilham-gi5hq,2025-02-26T08:58:07Z,Ujungnya jokowi disalahkan....yg tigaratus triliun hehe,ujung jokowi disalahkanyg tigaratus triliun hehe
yDfOFd8V8os,@AzizJie,2025-02-26T08:51:39Z,"Ya Allah berilah kekuatan dan kemenangan bagi para pengunjuk rasa yang mewakili rakyat indonesia yang di dhalimi oleh pemerintahnya sendiri, wasallallahu ala syaidina muhammadin wa ala alihi wadabbihi wadallam, Aamiin.",ya allah ilah kuat menang unjuk wakil rakyat indonesia dhalimi perintah wasallallahu ala syaidina muhammadin wa ala alih wadabbihi wadallam aamiin
yDfOFd8V8os,@Febifebi-s9b,2025-02-26T08:42:22Z,"Ingat kata&quot; saya ,pak  Wowo , klu masih mempertahankan koalisi dgn JKW , p lg mengelu elu kan nya , tunggu z , mahasiswa pasty ga akan berhenti Demo , sampe Wowo , Lengser , ❤❤ , jgn takut di tinggalkan jkw, Rakyat pasty membela mu",ingat kataquot wowo klu tahan koalisi jkw p lg elu elu nya tunggu z mahasiswa pasty henti demo sampe wowo lengser jgn takut tinggal jkw rakyat pasty bela mu
yDfOFd8V8os,@sutomositanggang2385,2025-02-26T08:35:12Z,Tunggu aja 1thn kt tengok nanti,tunggu aja 1thn kt tengok
yDfOFd8V8os,@srinov9928,2025-02-26T08:31:10Z,"Petinggi suatu partai terjaring siap di kuliti dan di goreng. Dan sepertinya terancam runtuh....bahaya,bahaya😅😅😅<br>Panik senggol sana sini.",petinggi partai jaring kulit goreng dan ancam runtuhbahayabahayabrpanik senggol
yDfOFd8V8os,@mahadisyahputra4757,2025-02-26T08:12:07Z,Emang gelap sudah...,emang gelap
yDfOFd8V8os,@UtamiPujiati,2025-02-26T08:04:07Z,Memalukan,malu
yDfOFd8V8os,@UtamiPujiati,2025-02-26T08:03:35Z,Kasian mahasiswa di oeralat masing 2bemnya mereka yg dapat oesangon  9 naga  korbannya temen temennya,kasi mahasiswa oeralat 2bemnya oesangon 9 naga korban temen temennya
yDfOFd8V8os,@yoyoks41,2025-02-26T07:38:56Z,"Judul taek..<br>Gak sesuai kenyataan.<br>Kalo memang jokowi salah itu hanya 1 orang. <br>Siapa yg diuntungkan?<br>Ya pasti partai nya,  anggota dewa &amp; kepala2 daerahnya....<br>Yg fair dong ! <a href=""https://www.youtube.com/watch?v=yDfOFd8V8os&amp;t=156"">2:36</a> <a href=""https://www.youtube.com/watch?v=yDfOFd8V8os&amp;t=156"">2:36</a>",judul taekbrgak sesuai kenyataanbrkalo jokowi salah 1 orang brsiapa diuntungkanbrya partai nya anggota dewa amp kepala2 daerahnyabryg fair a href a href
yDfOFd8V8os,@nanasupriatna6057,2025-02-26T07:22:01Z,GELAP DIERA JOKOWI,gelap era jokowi
yDfOFd8V8os,@MelatiMelati-l2q,2025-02-26T07:10:20Z,Pemimpin yang baik adalah yang lebih banyak mendengar daripada berbicara.,pimpin dengar bicara
yDfOFd8V8os,@MelatiMelati-l2q,2025-02-26T07:08:30Z,Indonesia gelap bagi rakyat kecil dan terpinggirkan.Terang benderang bagi penguasa dan pengusaha kaya raya.Pendidikan terasa mahal karena kebijakan yang saling bertabrakan antar kepentingan.,indonesia gelap rakyat terpinggirkanterang benderang kuasa usaha kaya rayapendidikan mahal bijak tabrak penting
yDfOFd8V8os,@ImamGhozali-k5i,2025-02-26T06:55:14Z,"Jadi heran, smenjak banyak koruptor yg ketangkap, knpa banyak demo😅",jadi heran smenjak koruptor tangkap knpa demo
yDfOFd8V8os,@Saursaha447,2025-02-26T06:51:59Z,Maling jangan dilindungi cuy !,maling lindung cuy
yDfOFd8V8os,@rack9457,2025-02-26T06:49:55Z,Horrreeeeyyyyyy,horrreeeeyyyyyy
yDfOFd8V8os,@Redmi6a-w3e,2025-02-26T06:47:10Z,Di akhirat nnti pak Prabowo di sambut malaikat Ridwan penjaga surga agar memasuki surga tp pak Prabowo gak mau masuk ke surga krn Jokowi di neraka akibat kemaksiatanya slama di dunia.prabowo minta pd malaikat ridwan untuk ikut brsama temanya itu ke neraka.. namun tuhan berkehendak lain mmbiarkan .pak Prabowo mngajak temanya itu untuk ikut bersama nya ke surga. Pak Jokowi bersyukurlah krn memiliki teman sebaik dn setulus pak Prabowo,di akhirat nnti prabowo sambut malaikat ridwan jaga surga pasuk surga tp prabowo masuk surga krn jokowi neraka akibat kemaksiatanya slama duniaprabowo pd malaikat ridwan brsama tema neraka tuhan mmbiarkan prabowo mngajak tema nya surga pak jokowi syukur krn milik teman dn tulus prabowo
yDfOFd8V8os,@J.Simamora-g9f,2025-02-26T06:45:15Z,"Berarti waktu kemarin cerah/ bersinar, kenapa sekarang gelap darimana diambil,, pembandingnya buatlah standarnya supaya masyarakat paham dan mengerti soalnya masyarakat tidak ada melihat tanda2 kegelapan, cuma mendung maklum musim penghujan gitu",arti kemarin cerah sinar gelap darimana ambil banding buat standar masyarakat paham erti masyarakat tanda2 gelap mendung maklum musim hujan gitu
yDfOFd8V8os,@epenzakari,2025-02-26T06:43:42Z,memang indonesia sdh gelap.gara2 mulyono.👍yg tdk👍idot,indonesia sdh gelapgara2 mulyonoyg tdkidot
yDfOFd8V8os,@nyomansubratha1127,2025-02-26T06:28:28Z,"Sangat wajar demo mhsw indonesia GELAP....KORUPSI MERAJAKELA<br><br>PEMBORONG JALAN TDK DIBAYAR, KORUPSI 193 T dst...dst...dst",sangat wajar demo mhsw indonesia gelapkorupsi merajakelabrbrpemborong jalan tdk bayar korupsi 193 t dstdstdst
yDfOFd8V8os,@Aqila-c5d,2025-02-26T05:49:18Z,emang gampang cari kerja di luar negri,emang gampang cari kerja negri
yDfOFd8V8os,@MSaiful-o9p,2025-02-26T05:38:41Z,Rakyat yg mn yg marah,rakyat mn marah
yDfOFd8V8os,@MSaiful-o9p,2025-02-26T05:37:53Z,Dol dolo soto,dol dolo soto
yDfOFd8V8os,@lize2890,2025-02-26T04:20:54Z,"njirr apaa gua salah liat apaa gimana, slesai jokowi bilang salahkan prabowo trus kameranya ngarah ke prabowo, gua liat dri gerakan mulutnya prabowo  bilang &quot; habis &quot; 😂😂😂",njirr apaa gua salah liat apaa gimana slesai jokowi bilang salah prabowo trus kamera ngarah prabowo gua liat dri gera mulut prabowo bilang quot habis quot
yDfOFd8V8os,@Terunahadi-kf7kt,2025-02-26T02:53:49Z,"<b>MAHASEWA ROBOT YANG BERNYAWA, TAK PUNYA HARGA DIRI</b>",bmahasewa robot yang nyawa tak punya harga dirib
yDfOFd8V8os,@SoesiAq,2025-02-26T01:51:52Z,Ujang komaruddin seingatku pernah jadi &quot;orang lempeng&quot;. Ternyata sekarang berkubu juga to?,ujang komaruddin ingat quotorang lempengquot nyata kubu to
yDfOFd8V8os,@bangpardichannel1440,2025-02-26T01:51:19Z,Ini demo pendukung kroptor dn kasus pagar laut.,ini demo dukung kroptor dn pagar laut
yDfOFd8V8os,@adangasmara6300,2025-02-26T00:21:27Z,"mang biangkeladi semua ini sibangsat mulyono kagak ade bae2nye 10 tahun itu, dampaknye y sekarang",mang biangkeladi sibangsat mulyono kagak ade bae2nye 10 dampaknye y
yDfOFd8V8os,@ppsam43,2025-02-26T00:06:04Z,"Para menteri nya juga banyak tersandera korupsi, jadi bakal tetap gelap!!! Optimisme tdk akan bisa dibagun selama trust rakyat ke pemerintah masih di titik nadir.",para menteri nya sandera korupsi gelap optimisme dibagun trust rakyat perintah titik nadir
yDfOFd8V8os,@fans_sony,2025-02-25T21:17:10Z,"Indonesia gelap,, ndasmu gelap.. Kuliah sono biar terang",indonesia gelap ndasmu gelap kuliah sono biar terang
yDfOFd8V8os,@ridwangrab8658,2025-02-25T20:45:29Z,Benar kok 😂😂😂,benar
yDfOFd8V8os,@TolaTolani-s2g,2025-02-25T18:32:48Z,Ndasmu...!!!,ndasmu
yDfOFd8V8os,@AlkahfiAl-Kahfi-d6r,2025-02-25T16:46:40Z,"Mbelgedez,,, dr dulu RUU perampasan aset koruptor aj kalian diemin aj,, ga kalian demo habis2an biar di SAH kan",mbelgedez dr ruu ampas aset koruptor aj diemin aj demo habis2an biar sah
yDfOFd8V8os,@JxlangJkcx,2025-02-25T16:42:43Z,Ngapain nyakahin p prabiwo seharusnya o hakiwi sadar sendiri kenapa disalahkan itu mah ada di duri juta dmsendiri,ngapain nyakahin p prabiwo o hakiwi sadar salah mah duri juta dmsendiri
yDfOFd8V8os,@pancaputrajaya8534,2025-02-25T16:30:54Z,"Akar dari seluruh kekacauan negeri ini, dari hutang , pelemahan kpk, perusakan konstitusi adalah mulyono dan kroni nya, wowok juga tergabung dlm kabinet nya mulyono, diumpan sama mulyono food estate dan pesawat bekas tidak bisa berkutik",akar kacau negeri hutang lemah kpk rusa konstitusi mulyono kroni nya wowok gabung kabinet nya mulyono umpan mulyono food estate pesawat bekas kutik
yDfOFd8V8os,@aguswibowo2361,2025-02-25T16:17:40Z,"Yess benar sekali bansos 500T digunakan Jokowi untuk alat politik, untuk memperkaya diri juga",yess bansos 500t jokowi alat politik kaya
yDfOFd8V8os,@lilikaliyana769,2025-02-25T16:00:21Z,"Jangan macam macam ama jendral PDIP, akan ku hancurkan negri ini lewat mahasiswa,seperti jaman bungkarno",jangan ama jendral pdip ku hancur negri mahasiswaseperti jaman bungkarno
yDfOFd8V8os,@aqila-m11q,2025-02-25T15:53:52Z,"Padahal pak Prabowo Baru 100hari , harusnya yg 10taun di kritik habis habisan HH",padahal prabowo baru 100hari 10taun kritik habis habis hh
yDfOFd8V8os,@aqila-m11q,2025-02-25T15:49:08Z,Mas joko wkwk,mas joko wkwk
yDfOFd8V8os,@muismuis9350,2025-02-25T15:43:22Z,Emang jokowi salah kok,emang jokowi salah
yDfOFd8V8os,@ikrimaahmad5364,2025-02-25T15:36:45Z,Jangan berharap brother² ku ....anda berharap pada yg ada namun dia tiada....PEOPLE POWER adalah solusi dari semua keserakahan pemimpin² negara ini,jangan harap brother ku harap tiadapeople power solusi serakah pimpin negara
yDfOFd8V8os,@GhaniAlwaleed,2025-02-25T15:35:41Z,"Pak Prabowo nggak ada kesalahan, kalau Jokowi  semua bermasalah",pak prabowo nggak salah jokowi masalah
yDfOFd8V8os,@jawantino6974,2025-02-25T15:26:49Z,😂😂😂  pokok nyalahin jokowi,pokok nyalahin jokowi
yDfOFd8V8os,@OrangDepokAsli,2025-02-25T15:08:32Z,"Semakin sedih, kita semua melewatkan anies baswedan, sebagai pemimpin kita",makin sedih lewat anies baswedan pimpin
4yO8mKKUTr8,@SaidKevin,2025-03-20T19:29:55Z,Sudah saatnya revolusi besar,sudah revolusi
4yO8mKKUTr8,@MarnoMarno-m9d,2025-03-20T13:54:57Z,BARU TAHU NEGARA KITA KOK JADI BEGININ PENCIPTA ALAM MARAH KEKAYAAN ALAM UNTUK BANCAAN PARA PENGUASA NEGARA. HUKUMAN SEUMUR HIDUP DAN DIMISKINKAN BALASANNYA.,baru tahu negara kita kok jadi beginin cipta alam marah kaya alam untuk bancaan para kuasa negara hukum umur hidup dan miskin balas
4yO8mKKUTr8,@hasantsabit-w8y,2025-03-20T02:01:17Z,Mahasewa,mahasewa
4yO8mKKUTr8,@shaiin459,2025-03-19T16:16:51Z,Terlalu membanggakan diri.presiden .,terlalu bangga diripresiden
4yO8mKKUTr8,@wedapalguna4814,2025-03-19T14:50:13Z,Baser 58% bayaran kepanasan melihat demo mahasiswa 😂😂😂😂,baser 58 bayar panas demo mahasiswa
4yO8mKKUTr8,@trismoyosalim669,2025-03-19T07:34:35Z,Bagus sekali,bagus
4yO8mKKUTr8,@Anonim131,2025-03-19T02:35:59Z,Halah g ada guna g usah di gubris,halah g g gubris
4yO8mKKUTr8,@MuhammadHilmi-qu7nv,2025-03-18T13:49:15Z,Prabowo berguru ke jokowi  dan berkelanjutan pemerintahan jokowi  wah hasil sama jawabnya kita yang kalah ato prabowo yang lengser,prabowo guru jokowi lanjut perintah jokowi hasil kalah ato prabowo lengser
4yO8mKKUTr8,@TBMJoko,2025-03-18T12:02:00Z,Pasti orang2 yg berdemo  kebanyakan tdk berpuasa ( saum).,pasti orang2 demo banyak puasa saum
4yO8mKKUTr8,@TBMJoko,2025-03-18T11:59:12Z,"Pergerakan ini bisa digolongkan pemberontakan  seperti di Papua , jadi hrs dipadamkan .",gera golong ronta papua hrs padam
4yO8mKKUTr8,@berbequeenak4336,2025-03-18T10:10:30Z,Nah kan  INI  MAFIA MIGAS BERAKSI  MULYONO DIBELAKANG LAYAR,nah ini mafia migas aksi mulyono belakang layar
4yO8mKKUTr8,@paseksuardana,2025-03-18T09:15:27Z,Hukum Tanam Petik(Karmapala) 🙏,hukum tanam petikkarmapala
4yO8mKKUTr8,@endangsumadji5912,2025-03-18T07:13:32Z,GEBRAKANNYA  OMON2 DPANV DOANG 100,gebrak omon2 dpanv doang 100
4yO8mKKUTr8,@endangsumadji5912,2025-03-18T07:10:14Z,PRABOWO LUPA! SDH BER IKRAR    HIDUP  JOKOWI  JELAS KN GK. MIHAK RKY,prabowo lupa sdh ber ikrar hidup jokowi jelas kn gk mihak rky
4yO8mKKUTr8,@Zulmahdi-do9of,2025-03-17T20:27:37Z,Sangat terwakili ❤❤❤❤❤❤❤❤❤ ayo ganyang Jokowi!!!!!,sangat wakil ayo ganyang jokowi
4yO8mKKUTr8,@arvaal-mahdi8917,2025-03-17T13:10:30Z,"inilah Indonesia ku, yang baik tidak akan bertahan lama, pasti didemo... semangat pak prabowo, cari profokator pendemo nya<br>salam dari kalimantan Utara",indonesia ku tahan demo semangat prabowo cari profokator demo nyabrsalam kalimantan utara
4yO8mKKUTr8,@CeniLiong,2025-03-17T05:15:33Z,"demo kalau tidak ada biak kerok modal beli nasi bungkus tidak demo ,kalau ada nasi bungkus  cepat seperti monyet dengar ada makanan  pisang cepat turun dari atas pohon 😂 😂",demo biak kerok modal beli nasi bungkus demo nasi bungkus cepat monyet dengar makan pisang cepat turun pohon
4yO8mKKUTr8,@abdulsyukur-r8t,2025-03-16T22:27:42Z,"Demo Mulu, yang didemonstrasikan juga buta mata buta hati, mana bisa .....!",demo mulu demonstrasi buta mata buta hati
4yO8mKKUTr8,@HerijauhariJauhari,2025-03-16T19:38:54Z,Kapan maju negara ini<br>Kalau demo terus <br>Mustinya mikir...<br>Jangan mau di adu domba oleh pihak yang tidak bertanggung jawab<br>Ingat...<br>Memimpin dalam rumah tangga saja butuh waktu<br>Apalagi mau memimpin negara yang sebesar ini🙏,kapan maju negara inibrkalau demo brmustinya mikirbrjangan adu domba tanggung jawabbringatbrmemimpin rumah tangga butuh waktubrapalagi pimpin negara
4yO8mKKUTr8,@FridaSchryn,2025-03-16T06:12:15Z,Semangat para mahasiswa,semangat mahasiswa
4yO8mKKUTr8,@HerudinUwa,2025-03-15T09:20:21Z,"semoga pa presiden dilindungi oleh Alloh SWT,,  mahasiswa goblog lain gen belajar yg bener.. sudah tdk punya adab bhy sdm bangsa..",moga pa presiden lindung alloh swt mahasiswa goblog gen ajar bener adab bhy sdm bangsa
